id;type;title;relevance;image;location_type;coordinates;price;occupancy;description;Column1
urn:ngsi-ld:PoI:663;PoI;Farmacia Frías;3;;Point;-3.707890,40.420537;gratis;sin límite;Farmacia ubicada en el barrio de Malasaña, ofreciendo una amplia gama de productos de salud y cuidado personal.;
urn:ngsi-ld:PoI:664;PoI;Farmacia de la Finca;3;;Point;-3.709821,40.423345;gratis;sin límite;Farmacia situada en el área de la Finca de Madrid, con un enfoque en medicamentos y productos farmacéuticos especializados.;
urn:ngsi-ld:PoI:665;PoI;Farmacia Ferrer;3;;Point;-3.703781,40.418217;gratis;sin límite;Farmacia en el barrio de Salamanca, conocida por su variedad de productos y servicios de atención farmacéutica.;
urn:ngsi-ld:PoI:666;PoI;Farmacia Fuentes;3;;Point;-3.702928,40.420195;gratis;sin límite;Farmacia situada en el barrio de Salamanca, con un surtido de productos farmacéuticos y un servicio de atención profesional.;
urn:ngsi-ld:PoI:667;PoI;Farmacia Figueroa Martínez;3;;Point;-3.706442,40.419800;gratis;sin límite;Farmacia en el barrio de Chamberí, con un amplio catálogo de medicamentos y servicios personalizados de salud.;
urn:ngsi-ld:PoI:668;PoI;Fábrica de Cerveza La Virgen;4;;Point;-3.710623,40.421359;gratis;sin límite;Fábrica de cerveza artesanal ubicada en el barrio de Aluche, conocida por sus cervezas de alta calidad y visitas guiadas.;
urn:ngsi-ld:PoI:669;PoI;Fábrica de Chocolate Valor;3;;Point;-3.694670,40.421049;gratis;sin límite;Fábrica de chocolate con visitas guiadas y degustaciones, situada en el centro de Madrid.;
urn:ngsi-ld:PoI:670;PoI;Fábrica de Vinos Pago de los Capellanes;4;;Point;-3.707455,40.420172;gratis;sin límite;Fábrica de vinos situada en las afueras de Madrid, ofreciendo visitas y catas de sus vinos de alta gama.;
urn:ngsi-ld:PoI:671;PoI;Fábrica de Cosméticos Ziaja;4;;Point;-3.703893,40.419680;gratis;sin límite;Fábrica y tienda de cosméticos con una variedad de productos de cuidado personal, ubicada en el centro de Madrid.;
urn:ngsi-ld:PoI:672;PoI;Fábrica de Pan de La Panera;4;;Point;-3.702982,40.420147;gratis;sin límite;Fábrica de pan ubicada en el barrio de Chamberí, conocida por su pan artesanal y visitas guiadas.;
urn:ngsi-ld:PoI:673;PoI;Fábrica de Quesos La Mancha;4;;Point;-3.705132,40.421658;gratis;sin límite;Fábrica dedicada a la producción de quesos artesanales, ubicada en las afueras de Madrid, con visitas y degustaciones.;
urn:ngsi-ld:PoI:674;PoI;Fábrica de Pasteles Dulces Delicias;4;;Point;-3.702185,40.419721;gratis;sin límite;Fábrica de pasteles y dulces artesanales, ofreciendo productos frescos y visitas guiadas, ubicada en el centro de Madrid.;
urn:ngsi-ld:PoI:675;PoI;Fábrica de Calzado El Artesano;4;;Point;-3.703663,40.420234;gratis;sin límite;Fábrica de calzado artesanal en Madrid, conocida por sus productos hechos a mano y visitas a la producción.;
urn:ngsi-ld:PoI:676;PoI;Fábrica de Muebles Madrid;4;;Point;-3.707890,40.421789;gratis;sin límite;Fábrica de muebles y decoración con una amplia gama de productos, ubicada en el barrio de Usera, con visitas a la producción.;
urn:ngsi-ld:PoI:677;PoI;Fábrica de Perfumes Essence;4;;Point;-3.706902,40.419676;gratis;sin límite;Fábrica y tienda de perfumes con una gama variada de fragancias, ubicada en el centro de Madrid, ofreciendo visitas y degustaciones.;
urn:ngsi-ld:PoI:008;PoI;Gran Vía;2;Gran_Via_1.jpg;Point;-3.70379,40.42019;0€;1000;La Gran Vía es una de las principales calles comerciales de Madrid. Conocida por sus impresionantes edificios, teatros y tiendas, es un lugar perfecto para disfrutar de un paseo, ir de compras o ver un espectáculo.;
urn:ngsi-ld:PoI:417;PoI;Galería de Arte;3;;Point;-3.706543,40.417232;gratis;sin límite;Espacio dedicado a la exhibición de obras de arte contemporáneo y moderno, con exposiciones rotativas de artistas locales e internacionales.;
urn:ngsi-ld:PoI:418;PoI;Goya;4;;Point;-3.689335,40.419706;gratis;sin límite;Barrio de Madrid conocido por su ambiente tradicional y su rica oferta gastronómica y cultural.;
urn:ngsi-ld:PoI:419;PoI;Museo del Greco;3;;Point;-3.709098,40.417374;gratis;sin límite;Museo dedicado al pintor renacentista El Greco, ubicado en el centro histórico de Madrid, con una colección significativa de sus obras.;
urn:ngsi-ld:PoI:420;PoI;Gran Hotel Inglés;2;;Point;-3.705546,40.418346;gratis;sin límite;Hotel histórico en la Gran Vía, conocido por su elegancia y su papel en la historia de la hospitalidad en Madrid.;
urn:ngsi-ld:PoI:421;PoI;Gastronomía Madrid;4;;Point;-3.705345,40.419245;gratis;sin límite;Zona de Madrid famosa por su oferta gastronómica, con numerosos restaurantes, tapas y mercados de alimentos.;
urn:ngsi-ld:PoI:422;PoI;Galería de Cristal;3;;Point;-3.692627,40.415218;gratis;sin límite;Espacio expositivo en el CentroCentro Cibeles, conocido por su arquitectura de vidrio y sus exposiciones de arte y diseño.;
urn:ngsi-ld:PoI:423;PoI;Goya Social Club;3;;Point;-3.686048,40.429471;gratis;sin límite;Discoteca y espacio de eventos en el barrio de Salamanca, conocida por sus noches de fiesta y su ambiente sofisticado.;
urn:ngsi-ld:PoI:424;PoI;Galería Madrileña;4;;Point;-3.705965,40.419470;gratis;sin límite;Galería de arte enfocada en artistas emergentes y exposiciones temporales, situada en el centro de Madrid.;
urn:ngsi-ld:PoI:425;PoI;Gimnasio Fitness;4;;Point;-3.711032,40.420445;gratis;sin límite;Gimnasio en el centro de Madrid con una amplia gama de equipos y clases para mantenerte en forma.;
urn:ngsi-ld:PoI:426;PoI;Gastrobar;4;;Point;-3.708192,40.418766;gratis;sin límite;Restaurante informal que ofrece una variedad de tapas innovadoras y platos gourmet, con un ambiente moderno y acogedor.;
urn:ngsi-ld:PoI:427;PoI;Galería Nacional;3;;Point;-3.703234,40.418865;gratis;sin límite;Espacio expositivo dedicado a la pintura y escultura nacional, con una colección de artistas destacados de España.;
urn:ngsi-ld:PoI:428;PoI;Gimnasio Premium;4;;Point;-3.709438,40.420762;gratis;sin límite;Gimnasio de alta gama en el centro de Madrid, con instalaciones de última tecnología y una variedad de clases y entrenadores.;
urn:ngsi-ld:PoI:429;PoI;Gran Salón de Madrid;4;;Point;-3.704119,40.419431;gratis;sin límite;Espacio para eventos y exposiciones en el centro de la ciudad, conocido por su diseño elegante y versatilidad.;
urn:ngsi-ld:PoI:430;PoI;Gala;4;;Point;-3.705684,40.419780;gratis;sin límite;Discoteca y club nocturno con un ambiente exclusivo y eventos especiales en el centro de Madrid.;
urn:ngsi-ld:PoI:431;PoI;Galería de Arte Contemporáneo;3;;Point;-3.706334,40.417539;gratis;sin límite;Espacio dedicado a la promoción de artistas contemporáneos y exposiciones de arte moderno en Madrid.;
urn:ngsi-ld:PoI:432;PoI;Glorieta de Bilbao;4;;Point;-3.705477,40.423852;gratis;sin límite;Plaza importante en el barrio de Malasaña, conocida por su ambiente animado y su arquitectura distintiva.;
urn:ngsi-ld:PoI:433;PoI;Gimnasio del Parque;4;;Point;-3.693760,40.420018;gratis;sin límite;Gimnasio al aire libre en el Parque del Retiro, ideal para actividades físicas en un entorno natural.;
urn:ngsi-ld:PoI:434;PoI;Gran Vía Shopping;4;;Point;-3.705493,40.419024;gratis;sin límite;Centro comercial en la Gran Vía con una amplia variedad de tiendas, restaurantes y opciones de entretenimiento.;
urn:ngsi-ld:PoI:435;PoI;Gastrobar La Taberna;4;;Point;-3.703942,40.419118;gratis;sin límite;Restaurante de tapas y platos creativos en el centro de Madrid, famoso por su ambiente relajado y su menú innovador.;
urn:ngsi-ld:PoI:436;PoI;Galería de Arte Moderno;3;;Point;-3.707155,40.418377;gratis;sin límite;Espacio dedicado a la exhibición de arte moderno y contemporáneo, con exposiciones de artistas emergentes y consolidados.;
urn:ngsi-ld:PoI:437;PoI;Galería de Antón Martín;4;;Point;-3.701344,40.411627;gratis;sin límite;Galería de arte con enfoque en exposiciones de arte contemporáneo y eventos culturales, ubicada en el barrio de Antón Martín.;
urn:ngsi-ld:PoI:438;PoI;Gimnasio de Alta Intensidad;4;;Point;-3.708779,40.420410;gratis;sin límite;Gimnasio especializado en entrenamiento de alta intensidad y clases grupales en un entorno moderno y equipado.;
urn:ngsi-ld:PoI:439;PoI;Galería de Arte Fino;3;;Point;-3.705235,40.419846;gratis;sin límite;Galería dedicada a la exhibición de obras de arte refinado y técnicas artísticas tradicionales en el centro de Madrid.;
urn:ngsi-ld:PoI:440;PoI;Gran Vía Theater;3;;Point;-3.705954,40.418743;gratis;sin límite;Teatro en la Gran Vía conocido por sus espectáculos musicales y producciones teatrales de alto nivel.;
urn:ngsi-ld:PoI:441;PoI;Gastronomía Gourmet;4;;Point;-3.705702,40.418189;gratis;sin límite;Zona de restaurantes y tiendas especializadas en productos gourmet y alta cocina, ideal para los amantes de la gastronomía.;
urn:ngsi-ld:PoI:442;PoI;Glorieta de Vallehermoso;4;;Point;-3.721067,40.428049;gratis;sin límite;Plaza en el barrio de Vallehermoso, conocida por su ambiente local y sus instalaciones recreativas y deportivas.;
urn:ngsi-ld:PoI:443;PoI;Gimnasio al Aire Libre;4;;Point;-3.692484,40.416053;gratis;sin límite;Espacio de entrenamiento al aire libre en el Parque del Retiro, ideal para ejercicios y actividades físicas en un entorno verde.;
urn:ngsi-ld:PoI:444;PoI;Gran Café;4;;Point;-3.706853,40.417722;gratis;sin límite;Cafetería y bar en la Gran Vía con un ambiente sofisticado y una oferta de bebidas y pasteles de alta calidad.;
urn:ngsi-ld:PoI:445;PoI;Gastrobar del Barrio;4;;Point;-3.708103,40.419305;gratis;sin límite;Restaurante de tapas y cocina creativa en un barrio tradicional de Madrid, con un enfoque en ingredientes locales y frescos.;
urn:ngsi-ld:PoI:486;PoI;Hospital Clínico San Carlos;1;;Point;-3.724746,40.429737;gratis;sin límite;Uno de los principales hospitales de Madrid, conocido por su amplia gama de especialidades médicas y servicios de alta calidad.;
urn:ngsi-ld:PoI:487;PoI;Hospital Universitario de La Paz;1;;Point;-3.701752,40.480139;gratis;sin límite;Importante centro médico de Madrid, conocido por su investigación y tratamiento en diversas especialidades.;
urn:ngsi-ld:PoI:488;PoI;Héroes de Madrid;4;;Point;-3.712903,40.422143;gratis;sin límite;Monumento conmemorativo en honor a los héroes locales de Madrid, situado en una plaza emblemática de la ciudad.;
urn:ngsi-ld:PoI:489;PoI;Hipódromo de la Zarzuela;2;;Point;-3.745320,40.464071;gratis;sin límite;Centro de carreras de caballos con eventos regulares y una rica historia en el deporte hípico en Madrid.;
urn:ngsi-ld:PoI:490;PoI;Huerta de la Cebada;4;;Point;-3.703428,40.411998;gratis;sin límite;Espacio comunitario en el barrio de La Latina, conocido por su huerta urbana y actividades de agricultura y ecología.;
urn:ngsi-ld:PoI:491;PoI;Hotel Ritz;2;;Point;-3.694406,40.420302;gratis;sin límite;Hotel de lujo histórico en Madrid, conocido por su elegancia y servicio de alta calidad, situado cerca de la Plaza de Cibeles.;
urn:ngsi-ld:PoI:492;PoI;Hospital de Maudes;3;;Point;-3.704844,40.431183;gratis;sin límite;Hospital histórico en Madrid, conocido por su arquitectura y su importancia en la historia de la medicina en la ciudad.;
urn:ngsi-ld:PoI:493;PoI;Hemeroteca Municipal;4;;Point;-3.707162,40.415905;gratis;sin límite;Biblioteca especializada en la preservación y consulta de periódicos y revistas antiguas, ubicada en el centro de Madrid.;
urn:ngsi-ld:PoI:495;PoI;Hospital de San Rafael;4;;Point;-3.704712,40.426117;gratis;sin límite;Centro médico en el barrio de Chamberí, reconocido por su atención especializada y servicios de salud.;
urn:ngsi-ld:PoI:496;PoI;Hospital Universitario Gregorio Marañón;1;;Point;-3.701175,40.418917;gratis;sin límite;Hospital de referencia en Madrid para diversas especialidades médicas, conocido por su atención integral y su labor en investigación.;
urn:ngsi-ld:PoI:497;PoI;Hospital Universitario 12 de Octubre;1;;Point;-3.725803,40.402122;gratis;sin límite;Uno de los principales hospitales de la ciudad, reconocido por su amplia gama de especialidades médicas y su calidad en la atención.;
urn:ngsi-ld:PoI:498;PoI;Hospital de la Princesa;2;;Point;-3.705837,40.422817;gratis;sin límite;Hospital en el centro de Madrid, conocido por su atención especializada y servicios médicos de alta calidad.;
urn:ngsi-ld:PoI:499;PoI;Hospital Universitario Ramón y Cajal;2;;Point;-3.735942,40.488689;gratis;sin límite;Importante centro médico con una amplia gama de especialidades, investigación y formación en el campo de la medicina.;
urn:ngsi-ld:PoI:500;PoI;Hospital Santa Cristina;3;;Point;-3.706879,40.426560;gratis;sin límite;Hospital de mediana complejidad, conocido por su atención en áreas generales y especializadas.;
urn:ngsi-ld:PoI:501;PoI;Hospital Universitario de Getafe;3;;Point;-3.733316,40.304630;gratis;sin límite;Centro médico en las afueras de Madrid, reconocido por sus servicios especializados y su atención de calidad.;
urn:ngsi-ld:PoI:502;PoI;Hospital Clínico San Carlos;1;;Point;-3.724746,40.429737;gratis;sin límite;Uno de los hospitales más importantes de Madrid, conocido por su excelente atención médica y sus avances en investigación.;
urn:ngsi-ld:PoI:503;PoI;Hospital de Fuenlabrada;3;;Point;-3.782691,40.296805;gratis;sin límite;Centro hospitalario en la región sur de Madrid, con una amplia gama de especialidades y atención médica integral.;
urn:ngsi-ld:PoI:504;PoI;Hospital de Alcalá de Henares;3;;Point;-3.360682,40.482342;gratis;sin límite;Hospital en la localidad de Alcalá de Henares, conocido por su atención médica de calidad y servicios especializados.;
urn:ngsi-ld:PoI:505;PoI;Hospital Universitario de Torrejón;4;;Point;-3.470708,40.474019;gratis;sin límite;Centro médico en Torrejón de Ardoz, con una oferta completa de servicios médicos y atención de calidad.;
urn:ngsi-ld:PoI:506;PoI;Hotel Gran Meliá Palacio de los Duques;2;;Point;-3.709142,40.418569;gratis;sin límite;Hotel de lujo en el centro histórico de Madrid, conocido por su elegancia y su cercanía a los principales puntos turísticos.;
urn:ngsi-ld:PoI:507;PoI;Hotel NH Collection Madrid Eurobuilding;3;;Point;-3.696788,40.454273;gratis;sin límite;Hotel moderno con instalaciones de alta gama, ubicado en el distrito financiero y cerca de importantes atracciones.;
urn:ngsi-ld:PoI:508;PoI;Hotel H10 Puerta de Alcalá;4;;Point;-3.688415,40.423023;gratis;sin límite;Hotel de diseño situado cerca del Parque del Retiro y de la Puerta de Alcalá, conocido por sus modernas instalaciones.;
urn:ngsi-ld:PoI:509;PoI;Hotel Barceló Torre de Madrid;3;;Point;-3.714060,40.424396;gratis;sin límite;Hotel elegante en el centro de Madrid, con vistas panorámicas y acceso cercano a tiendas y restaurantes.;
urn:ngsi-ld:PoI:510;PoI;Hotel Ritz Madrid;2;;Point;-3.694406,40.420302;gratis;sin límite;Hotel icónico de lujo en Madrid, famoso por su sofisticación y su excelente ubicación cerca de la Plaza de Cibeles.;
urn:ngsi-ld:PoI:511;PoI;Hotel Emperador;4;;Point;-3.707697,40.420211;gratis;sin límite;Hotel con una terraza en la azotea que ofrece vistas espectaculares de la ciudad, ubicado en la Gran Vía.;
urn:ngsi-ld:PoI:512;PoI;Hotel Meliá Madrid;3;;Point;-3.692705,40.423087;gratis;sin límite;Hotel con modernas instalaciones y una excelente ubicación en el centro de Madrid, ideal para negocios y turismo.;
urn:ngsi-ld:PoI:513;PoI;Hotel Catalonia Atocha;4;;Point;-3.694771,40.410579;gratis;sin límite;Hotel en el barrio de Atocha, cerca de la estación de tren y con un diseño moderno y servicios cómodos.;
urn:ngsi-ld:PoI:514;PoI;Hotel Urban;3;;Point;-3.702484,40.419232;gratis;sin límite;Hotel boutique en el centro de Madrid, conocido por su diseño contemporáneo y su cercanía a museos y atracciones culturales.;
urn:ngsi-ld:PoI:515;PoI;Hotel Zenit Abeba;4;;Point;-3.688725,40.423642;gratis;sin límite;Hotel con una ubicación tranquila en el barrio de Salamanca, ideal para viajes de negocios y turismo.;
urn:ngsi-ld:PoI:516;PoI;Hotel VP Plaza España Design;3;;Point;-3.711742,40.424083;gratis;sin límite;Hotel moderno y lujoso con una ubicación céntrica en la Plaza de España, ofreciendo servicios de alta calidad y vistas impresionantes.;
urn:ngsi-ld:PoI:517;PoI;Hotel Hesperia Madrid;4;;Point;-3.692075,40.428934;gratis;sin límite;Hotel elegante en el distrito financiero, con modernas instalaciones y una oferta gastronómica de alta calidad.;
urn:ngsi-ld:PoI:518;PoI;Hotel Palafox;4;;Point;-3.701527,40.425362;gratis;sin límite;Hotel de lujo con una ubicación estratégica cerca de la Gran Vía y el centro de Madrid, ideal para turistas y viajeros de negocios.;
urn:ngsi-ld:PoI:519;PoI;Hotel Princesa Plaza Madrid;4;;Point;-3.711221,40.431349;gratis;sin límite;Hotel moderno y lujoso en el barrio de Argüelles, conocido por su diseño contemporáneo y sus amplias habitaciones.;
urn:ngsi-ld:PoI:520;PoI;Hotel Silken Puerta de América;4;;Point;-3.637118,40.487561;gratis;sin límite;Hotel con un diseño arquitectónico innovador y una ubicación conveniente cerca del aeropuerto y del centro de la ciudad.;
urn:ngsi-ld:PoI:521;PoI;Hotel Atocha;3;;Point;-3.694673,40.407926;gratis;sin límite;Hotel moderno ubicado cerca de la estación de tren de Atocha, ideal para viajeros que buscan comodidad y proximidad a los transportes.;
urn:ngsi-ld:PoI:522;PoI;Hotel NH Madrid Balboa;4;;Point;-3.688343,40.430146;gratis;sin límite;Hotel de cuatro estrellas en el barrio de Salamanca, conocido por su confort y servicios de alta calidad.;
urn:ngsi-ld:PoI:523;PoI;Hotel Palacio de Tepa;4;;Point;-3.708527,40.415747;gratis;sin límite;Hotel boutique en el barrio de La Latina, con un diseño elegante y una excelente ubicación cerca de sitios históricos.;
urn:ngsi-ld:PoI:524;PoI;Hotel Only You;2;;Point;-3.702590,40.422059;gratis;sin límite;Hotel boutique en el barrio de Chueca, conocido por su estilo moderno y su ambiente vibrante.;
urn:ngsi-ld:PoI:525;PoI;Hotel Santo Domingo;3;;Point;-3.711332,40.423215;gratis;sin límite;Hotel situado en la Gran Vía, con una terraza en la azotea y una ubicación céntrica cerca de teatros y tiendas.;
urn:ngsi-ld:PoI:526;PoI;Hotel Meliá Castilla;2;;Point;-3.704710,40.469317;gratis;sin límite;Hotel de lujo en el distrito financiero, conocido por sus amplias instalaciones y servicios de primera clase.;
urn:ngsi-ld:PoI:527;PoI;Hotel NH Madrid Lagasca;4;;Point;-3.691706,40.426264;gratis;sin límite;Hotel en el elegante barrio de Salamanca, ideal para estancias de negocios y turismo, con cómodas habitaciones y excelentes servicios.;
urn:ngsi-ld:PoI:528;PoI;Hotel Gran Vía;4;;Point;-3.705739,40.420087;gratis;sin límite;Hotel histórico en la Gran Vía, conocido por su arquitectura clásica y su ubicación central.;
urn:ngsi-ld:PoI:529;PoI;Hotel Eurostars Madrid Tower;2;;Point;-3.708204,40.464858;gratis;sin límite;Hotel de lujo en la Torre Espacio, con vistas panorámicas de la ciudad y modernas instalaciones.;
urn:ngsi-ld:PoI:530;PoI;Hotel AC Hotel Atocha;4;;Point;-3.693211,40.406766;gratis;sin límite;Hotel cercano a la estación de Atocha, ideal para viajeros y con un enfoque en el confort y el servicio de calidad.;
urn:ngsi-ld:PoI:531;PoI;Hotel H10 Villa de la Reina;3;;Point;-3.704950,40.419842;gratis;sin límite;Hotel en el centro de Madrid, cerca de la Gran Vía, conocido por su elegancia y confort.;
urn:ngsi-ld:PoI:532;PoI;Hotel Tryp Madrid Chamberí;3;;Point;-3.704285,40.429215;gratis;sin límite;Hotel cómodo y moderno en el barrio de Chamberí, ideal para estancias tanto de negocios como de ocio.;
urn:ngsi-ld:PoI:533;PoI;Hotel Hotel Plaza España;4;;Point;-3.711118,40.423501;gratis;sin límite;Hotel céntrico en la Plaza de España, con fácil acceso a las principales atracciones turísticas y comercios.;
urn:ngsi-ld:PoI:534;PoI;Hotel Exe Moncloa;4;;Point;-3.711309,40.435891;gratis;sin límite;Hotel moderno cerca de la Plaza de Moncloa, con buenas conexiones de transporte y servicios de alta calidad.;
urn:ngsi-ld:PoI:535;PoI;Hotel Zenit Madrid;4;;Point;-3.702843,40.419258;gratis;sin límite;Hotel elegante en el centro de Madrid, con un enfoque en la comodidad y una excelente ubicación para explorar la ciudad.;
urn:ngsi-ld:PoI:536;PoI;Hotel NH Madrid Ribera del Manzanares;3;;Point;-3.709557,40.409489;gratis;sin límite;Hotel situado junto al río Manzanares, con vistas panorámicas y una ubicación conveniente cerca del centro de la ciudad.;
urn:ngsi-ld:PoI:537;PoI;Hostal Persal;3;;Point;-3.708192,40.416607;30-50€;20;Hostal céntrico en el barrio de La Latina, conocido por su buena relación calidad-precio y su proximidad a los principales lugares turísticos.;
urn:ngsi-ld:PoI:538;PoI;Hostal Marlasca;3;;Point;-3.707746,40.415739;25-45€;15;Hostal con una ubicación conveniente cerca de la Plaza Mayor, ofrece habitaciones sencillas y cómodas para una estancia económica.;
urn:ngsi-ld:PoI:539;PoI;Hostal Vázquez de Mella;4;;Point;-3.707114,40.423579;30-60€;20;Hostal en el centro de Madrid, cerca de la Gran Vía, con habitaciones modernas y un ambiente acogedor.;
urn:ngsi-ld:PoI:540;PoI;Hostal Lido;3;;Point;-3.703626,40.414196;25-50€;18;Hostal económico situado en el barrio de La Latina, con una buena ubicación para explorar la ciudad y acceso a transportes.;
urn:ngsi-ld:PoI:541;PoI;Hostal Acapulco;3;;Point;-3.702287,40.418831;30-55€;22;Hostal con una ubicación céntrica cerca de la Gran Vía, ofrece comodidad a buen precio y fácil acceso a las principales atracciones.;
urn:ngsi-ld:PoI:542;PoI;Hostal San Lorenzo;3;;Point;-3.708431,40.424766;20-45€;15;Hostal sencillo y económico en el barrio de Malasaña, ideal para quienes buscan una opción asequible en una zona vibrante.;
urn:ngsi-ld:PoI:543;PoI;Hostal Don Diego;3;;Point;-3.710424,40.423312;25-50€;18;Hostal con buena ubicación cerca del centro de Madrid, ofreciendo una estancia económica y confortable.;
urn:ngsi-ld:PoI:544;PoI;Hostal Las Murallas;4;;Point;-3.704874,40.415839;30-60€;20;Hostal en el corazón del Madrid antiguo, cerca de la Plaza Mayor, con habitaciones renovadas y servicios modernos.;
urn:ngsi-ld:PoI:545;PoI;Hostal Abitart;3;;Point;-3.701264,40.411869;20-50€;16;Hostal económico en el barrio de Lavapiés, conocido por su ambiente multicultural y su proximidad a sitios de interés.;
urn:ngsi-ld:PoI:546;PoI;Hostal El Pilar;4;;Point;-3.702952,40.419866;25-55€;20;Hostal situado cerca de la Puerta del Sol, ofrece comodidad y una buena relación calidad-precio en el centro de Madrid.;
urn:ngsi-ld:PoI:547;PoI;Hostal Pizarro;4;;Point;-3.706068,40.417928;30-60€;20;Hostal en el barrio de Malasaña, con un diseño moderno y una ubicación conveniente para explorar la ciudad.;
urn:ngsi-ld:PoI:548;PoI;Hostal Gala;3;;Point;-3.706964,40.421091;25-50€;18;Hostal ubicado cerca de la Gran Vía, ofreciendo un alojamiento sencillo pero cómodo y accesible en el centro de Madrid.;
urn:ngsi-ld:PoI:549;PoI;Hostal Madrid;3;;Point;-3.707852,40.419059;20-45€;15;Hostal con una ubicación céntrica cerca de la Plaza Mayor y la Puerta del Sol, ideal para estancias cortas y económicas.;
urn:ngsi-ld:PoI:550;PoI;Hostal Alhambra;3;;Point;-3.707348,40.416776;25-50€;20;Hostal en el barrio de Sol, conocido por su ambiente familiar y su proximidad a las principales atracciones turísticas.;
urn:ngsi-ld:PoI:551;PoI;Hostal El Estudio;3;;Point;-3.705978,40.423758;20-40€;15;Hostal sencillo en el barrio de Chueca, con buena ubicación para explorar la vida nocturna y los sitios de interés cercanos.;
urn:ngsi-ld:PoI:046;PoI;Iglesia de San Antonio de los Alemanes;4;;Point;-3.704162,40.422251;0€;150;La Iglesia de San Antonio de los Alemanes es una joya barroca de Madrid, conocida por su impresionante interior decorado con frescos y su arquitectura única.;
urn:ngsi-ld:PoI:446;PoI;Iglesia de San Andrés;2;;Point;-3.703873,40.416074;gratis;sin límite;Iglesia histórica en el centro de Madrid, conocida por su arquitectura renacentista y su valor histórico.;
urn:ngsi-ld:PoI:447;PoI;Iglesia de San Francisco el Grande;1;;Point;-3.711804,40.411735;gratis;sin límite;Impresionante iglesia barroca con una gran cúpula y un interior decorado con frescos y esculturas, ubicada en el centro histórico.;
urn:ngsi-ld:PoI:448;PoI;Instituto Cervantes;2;;Point;-3.705227,40.418982;gratis;sin límite;Centro cultural y educativo dedicado a la promoción de la lengua y cultura españolas, con actividades y eventos culturales.;
urn:ngsi-ld:PoI:449;PoI;Iglesia de Santa María la Real de La Almudena;1;;Point;-3.711787,40.414649;gratis;sin límite;Principal iglesia catedralicia de Madrid, conocida por su imponente fachada neoclásica y su interior decorado.;
urn:ngsi-ld:PoI:450;PoI;Instituto de Estudios Madrileños;3;;Point;-3.705601,40.418547;gratis;sin límite;Centro dedicado a la investigación y difusión de la historia y cultura de Madrid, con exposiciones y publicaciones.;
urn:ngsi-ld:PoI:451;PoI;Iglesia de San Gil y Santa Ana;3;;Point;-3.706849,40.416866;gratis;sin límite;Iglesia situada en el barrio de la Plaza Mayor, conocida por su arquitectura barroca y su importancia en la historia de Madrid.;
urn:ngsi-ld:PoI:452;PoI;Instituto Geográfico Nacional;4;;Point;-3.726587,40.436835;gratis;sin límite;Centro encargado de la elaboración de mapas y estudios geográficos, con recursos educativos y actividades sobre geografía.;
urn:ngsi-ld:PoI:453;PoI;Iglesia de San Sebastián;4;;Point;-3.707469,40.417581;gratis;sin límite;Iglesia histórica ubicada en el barrio de Las Letras, conocida por su arquitectura y su rol en la historia religiosa de Madrid.;
urn:ngsi-ld:PoI:454;PoI;Instituto Nacional de Estadística;4;;Point;-3.702342,40.413828;gratis;sin límite;Institución que proporciona datos estadísticos y análisis sobre diversos aspectos de la sociedad y economía en España.;
urn:ngsi-ld:PoI:455;PoI;Iglesia de San Lorenzo;5;;Point;-3.703580,40.419091;gratis;sin límite;Iglesia en el barrio de Lavapiés, conocida por su arquitectura sencilla y su rol en la comunidad local.;
urn:ngsi-ld:PoI:456;PoI;Instituto de Cultura Hispánica;3;;Point;-3.705897,40.418986;gratis;sin límite;Centro cultural dedicado a la promoción de la cultura hispánica, con exposiciones, conferencias y eventos educativos.;
urn:ngsi-ld:PoI:457;PoI;Iglesia de Santa Teresa y San José;4;;Point;-3.701839,40.414569;gratis;sin límite;Iglesia en el barrio de Chamberí, conocida por su arquitectura y su valor histórico en la comunidad religiosa local.;
urn:ngsi-ld:PoI:458;PoI;Instituto de Empresa;2;;Point;-3.712447,40.423920;gratis;sin límite;Prestigiosa escuela de negocios con una amplia oferta de programas de formación ejecutiva y posgrados en gestión y administración.;
urn:ngsi-ld:PoI:459;PoI;Iglesia del Convento de las Salesas Reales;3;;Point;-3.702773,40.425740;gratis;sin límite;Iglesia histórica en el barrio de Chamberí, conocida por su arquitectura barroca y su conexión con el convento de las Salesas.;
urn:ngsi-ld:PoI:460;PoI;Instituto del Patrimonio Cultural de España;3;;Point;-3.702879,40.413698;gratis;sin límite;Centro dedicado a la conservación y restauración del patrimonio cultural español, con recursos educativos y proyectos de investigación.;
urn:ngsi-ld:PoI:461;PoI;Iglesia de San Martín;4;;Point;-3.708546,40.413523;gratis;sin límite;Iglesia histórica en el centro de Madrid, destacada por su arquitectura y su relevancia en la historia religiosa de la ciudad.;
urn:ngsi-ld:PoI:462;PoI;Instituto de Física Aplicada;4;;Point;-3.725439,40.436215;gratis;sin límite;Centro de investigación dedicado al estudio y aplicación de la física, con proyectos en áreas como óptica, electromagnetismo y materiales.;
urn:ngsi-ld:PoI:463;PoI;Iglesia de San Pedro el Viejo;3;;Point;-3.705100,40.410742;gratis;sin límite;Antigua iglesia en el barrio de La Latina, conocida por su arquitectura medieval y su valor histórico.;
