id,type,title,relevance,image,location_type,coordinates,price,description,capacity,occupancy
urn:ngsi-ld:PoI:274,PoI,Mueble del Hogar,4,,Point,"-3.708853,40.419870",0€,"Tienda de muebles en el barrio de Malasaña, ofreciendo una amplia variedad de opciones para el hogar y la oficina.",656,420
urn:ngsi-ld:PoI:275,PoI,Floristería Felices Flores,4,,Point,"-3.710784,40.423673",0€,"Floristería que se especializa en arreglos florales para eventos y celebraciones, ubicada en el barrio de Chamberí.",34,26
urn:ngsi-ld:PoI:276,PoI,Tasca La Cava,4,,Point,"-3.703165,40.420715",0€,"Tasca en el barrio de Malasaña, famosa por sus tapas caseras y ambiente animado.",578,243
urn:ngsi-ld:PoI:277,PoI,Avenida de América,3,,Point,"-3.669054,40.438989",0€,Gran vía de comunicación y transporte con múltiples opciones de conexiones y servicios en el centro de Madrid.,1968,558
urn:ngsi-ld:PoI:278,PoI,Museo de Artes y Tradiciones Populares,4,,Point,"-3.731451,40.439494",3€,"El Museo de Artes y Tradiciones Populares ofrece una visión detallada de la vida cotidiana y las tradiciones populares en España, con una amplia colección de objetos y artefactos.",1171,999
urn:ngsi-ld:PoI:279,PoI,Discoteca Barco,3,,Point,"-3.707055,40.419104",0€,"Discoteca en el centro de Madrid con un ambiente único y eventos de música en vivo, ubicada en la zona de Gran Vía.",771,697
urn:ngsi-ld:PoI:280,PoI,Instituto del Patrimonio Cultural de España,3,,Point,"-3.702879,40.413698",0€,"Centro dedicado a la conservación y restauración del patrimonio cultural español, con recursos educativos y proyectos de investigación.",1299,490
urn:ngsi-ld:PoI:281,PoI,Avenida de Portugal,4,,Point,"-3.733056,40.410481",0€,Vía destacada que conecta con varios puntos de interés y ofrece acceso a zonas verdes y recreativas.,1968,1932
urn:ngsi-ld:PoI:282,PoI,Farmacia Figueroa Martínez,3,,Point,"-3.706442,40.419800",0€,"Farmacia en el barrio de Chamberí, con un amplio catálogo de medicamentos y servicios personalizados de salud.",70,37
urn:ngsi-ld:PoI:283,PoI,Parque de la Fuente del Berro,4,,Point,"-3.662531,40.426328",0€,"El Parque de la Fuente del Berro es un parque histórico en el barrio de Salamanca, conocido por su belleza paisajística y sus fuentes ornamentales.",578,270
urn:ngsi-ld:PoI:284,PoI,Teatro Libertad 8,4,,Point,"-3.701235,40.414023",0€,"Teatro y espacio cultural en Lavapiés, conocido por sus espectáculos de música y teatro alternativo.",548,61
urn:ngsi-ld:PoI:285,PoI,Biblioteca de Prado,3,,Point,"-3.691647,40.413960",0€,"Biblioteca en el área cercana al Museo del Prado, con una buena selección de libros y recursos sobre arte y cultura.",1171,292
urn:ngsi-ld:PoI:286,PoI,Andén 0,4,,Point,"-3.702561,40.426582",2€,"Museo del Metro de Madrid, que ofrece una visión del transporte subterráneo de la ciudad a través de estaciones restauradas.",1171,612
urn:ngsi-ld:PoI:287,PoI,Universidad Politécnica de Madrid (UPM),1,,Point,"-3.730761,40.451415",0€,"Una de las principales universidades técnicas en España, conocida por su excelencia en ingeniería y arquitectura.",1760,398
urn:ngsi-ld:PoI:288,PoI,Sala de Cultura de Chamberí,4,,Point,"-3.706572,40.423003",0€,"Centro cultural en el barrio de Chamberí, con eventos y actividades culturales variadas.",578,547
urn:ngsi-ld:PoI:289,PoI,Q&A,4,,Point,"-3.705867,40.418957",0€,Centro de actividades y talleres educativos para todas las edades en el barrio de Chamberí.,578,251
urn:ngsi-ld:PoI:290,PoI,Cine Capitol,2,,Point,"-3.704518,40.420542",0€,"Emblemático cine en la Gran Vía, famoso por su impresionante fachada y su historia en el cine español.",1968,1873
urn:ngsi-ld:PoI:291,PoI,Discoteca Velvet,4,,Point,"-3.704723,40.419873",0€,"Discoteca en el barrio de Chueca, conocida por sus eventos de música electrónica y ambiente sofisticado.",578,448
urn:ngsi-ld:PoI:292,PoI,Parque de Entrevías,4,,Point,"-3.667234,40.377543",0€,"El Parque de Entrevías es un espacio verde en el barrio de Puente de Vallecas, conocido por sus áreas deportivas y su ambiente tranquilo.",578,529
urn:ngsi-ld:PoI:293,PoI,Parque Enrique Tierno Galván,4,,Point,"-3.679483,40.38819",0€,"El Parque Enrique Tierno Galván es un gran parque urbano en Madrid, conocido por su planetario y por albergar numerosos eventos y conciertos al aire libre.",1707,959
urn:ngsi-ld:PoI:294,PoI,Jardines de Sabatini,3,,Point,"-3.715262,40.421064",0€,"Los Jardines de Sabatini, situados junto al Palacio Real, son un lugar encantador para pasear y disfrutar de las vistas del palacio y la ciudad.",1568,1181
urn:ngsi-ld:PoI:295,PoI,Hotel Zenit Madrid,4,,Point,"-3.702843,40.419258",0€,"Hotel elegante en el centro de Madrid, con un enfoque en la comodidad y una excelente ubicación para explorar la ciudad.",1106,308
urn:ngsi-ld:PoI:296,PoI,Estación de Atocha,3,,Point,"-3.693340,40.407764",0€,"Principal estación de tren de Madrid, conocida por su arquitectura y el jardín tropical en su interior.",1300,1183
urn:ngsi-ld:PoI:297,PoI,Pastelería La Hª,4,,Point,"-3.707890,40.418027",0€,"Pastelería especializada en dulces tradicionales y pasteles personalizados, ubicada en el barrio de Chamberí.",66,53
urn:ngsi-ld:PoI:298,PoI,KFC,4,,Point,"-3.703759,40.419440",0€,"Restaurante internacional de comida rápida especializada en pollo frito, con varias ubicaciones en Madrid.",702,113
urn:ngsi-ld:PoI:299,PoI,Restaurante La Cava,3,,Point,"-3.710428,40.418983",0€,"Restaurante en el barrio de Malasaña, conocido por su cocina creativa y selección de vinos.",578,20
urn:ngsi-ld:PoI:300,PoI,Floristería Fleurs,4,,Point,"-3.706845,40.419796",0€,"Tienda de flores que ofrece una selección de arreglos y ramos personalizados, situada en el centro de Madrid.",58,29
urn:ngsi-ld:PoI:301,PoI,Hotel Ritz Madrid,2,,Point,"-3.694406,40.420302",0€,"Hotel icónico de lujo en Madrid, famoso por su sofisticación y su excelente ubicación cerca de la Plaza de Cibeles.",1106,625
urn:ngsi-ld:PoI:302,PoI,Sierra de Madrid,1,,Point,"-3.969749,40.702918",0€,"Zona montañosa al norte de Madrid, ideal para senderismo y disfrutar de la naturaleza.",99999999999999999,29708
urn:ngsi-ld:PoI:303,PoI,Joyería de Lujo Madrid,4,,Point,"-3.692865,40.419740",0€,"Tienda de joyería de lujo con una amplia gama de piezas exclusivas y relojes de alta gama, ubicada en el centro de Madrid.",77,4
urn:ngsi-ld:PoI:304,PoI,Tasca de José,4,,Point,"-3.706773,40.413935",0€,Tasca en el barrio de La Latina con una oferta de tapas clásicas y platos caseros en un entorno acogedor.,578,112
urn:ngsi-ld:PoI:305,PoI,Hostal Persal,3,,Point,"-3.708192,40.416607",30-50€,"Hostal céntrico en el barrio de La Latina, conocido por su buena relación calidad-precio y su proximidad a los principales lugares turísticos.",578,394
urn:ngsi-ld:PoI:306,PoI,Joyería del Reloj,4,,Point,"-3.695468,40.420670",0€,"Tienda especializada en relojes de lujo y joyas, ubicada en el centro de Madrid, conocida por su amplia selección de marcas exclusivas.",49,5
urn:ngsi-ld:PoI:307,PoI,Librería La Torre,3,,Point,"-3.700896,40.421712",0€,"Librería en el centro de Madrid con una amplia gama de títulos en literatura, ciencias sociales y humanidades.",355,120
urn:ngsi-ld:PoI:308,PoI,Consulado de Japón,2,,Point,"-3.705679,40.419467",0€,Consulado que ofrece asistencia a ciudadanos japoneses en Madrid y gestiona asuntos consulares y administrativos.,353,310
urn:ngsi-ld:PoI:309,PoI,Bar La Botánica,4,,Point,"-3.707415,40.419210",0€,Bar en el barrio de La Latina con una excelente selección de tapas y ambiente relajado.,578,14
urn:ngsi-ld:PoI:310,PoI,Hotel Atocha,3,,Point,"-3.694673,40.407926",0€,"Hotel moderno ubicado cerca de la estación de tren de Atocha, ideal para viajeros que buscan comodidad y proximidad a los transportes.",1106,667
urn:ngsi-ld:PoI:311,PoI,Casa de la Moneda,2,,Point,"-3.703745,40.416855",0€,"Edificio histórico que alberga la Real Casa de la Moneda, donde se producen monedas y billetes y se ofrecen visitas guiadas.",514,315
urn:ngsi-ld:PoI:312,PoI,Avenida de Sainz de Baranda,5,,Point,"-3.672851,40.418237",0€,"Vía destacada en el distrito de Retiro, conocida por su proximidad a parques y zonas residenciales.",771,382
urn:ngsi-ld:PoI:313,PoI,Museo Nacional de Ciencia y Tecnología,4,,Point,"-3.706488,40.41675",3€,El Museo Nacional de Ciencia y Tecnología ofrece una fascinante colección de objetos que ilustran el desarrollo de la ciencia y la tecnología a lo largo de la historia.,1171,953
urn:ngsi-ld:PoI:314,PoI,Parque de San Isidro,4,,Point,"-3.735487,40.394548",0€,"El Parque de San Isidro es un espacio verde en el barrio de Carabanchel, conocido por albergar la famosa festividad de San Isidro, patrón de Madrid.",578,470
urn:ngsi-ld:PoI:315,PoI,Parque de los Pinos,4,,Point,"-3.665147,40.473543",0€,"El Parque de los Pinos es un espacio verde en el barrio de Fuencarral, conocido por sus áreas de juego y su ambiente tranquilo.",578,534
urn:ngsi-ld:PoI:316,PoI,Avenida de la Aviación,5,,Point,"-3.831529,40.346626",0€,Importante vía de comunicación que conecta estos municipios con el centro de Madrid y otras áreas metropolitanas.,1968,927
urn:ngsi-ld:PoI:317,PoI,Siboney,4,,Point,"-3.708042,40.415583",0€,"Restaurante de cocina cubana en el barrio de La Latina, famoso por su comida tradicional y ambiente acogedor.",578,220
urn:ngsi-ld:PoI:318,PoI,Bar La Noche,4,,Point,"-3.707219,40.420091",0€,Bar en Chueca con una oferta variada de tapas y cócteles en un entorno vibrante.,578,576
urn:ngsi-ld:PoI:319,PoI,Jardín del Turia,3,,Point,"-3.703484,40.412940",0€,"Jardín y parque que se extiende a lo largo del río Turia, ideal para paseos y actividades recreativas en un entorno verde y relajante.",1300,62
urn:ngsi-ld:PoI:320,PoI,Universidad de los Andes,2,,Point,"-3.710087,40.418537",0€,Universidad con una oferta educativa diversificada y un enfoque en el desarrollo académico y profesional.,1760,1268
urn:ngsi-ld:PoI:321,PoI,Parque del Manzanares,4,,Point,"-3.706567,40.377934",0€,"El Parque del Manzanares es un gran espacio verde que sigue el curso del río Manzanares, ideal para caminar, correr y disfrutar de la naturaleza.",1707,365
urn:ngsi-ld:PoI:322,PoI,Gastronomía Madrid,4,,Point,"-3.705345,40.419245",0€,"Zona de Madrid famosa por su oferta gastronómica, con numerosos restaurantes, tapas y mercados de alimentos.",702,416
urn:ngsi-ld:PoI:323,PoI,Bar La Gran Vía,4,,Point,"-3.708820,40.419142",0€,"Bar en el centro de Madrid, con una oferta variada de tapas y cócteles en un ambiente animado.",578,77
urn:ngsi-ld:PoI:324,PoI,Restaurante Padrón,4,,Point,"-3.708829,40.416205",0€,"Restaurante en el barrio de Chamberí, conocido por sus platos caseros y servicio amable.",578,483
urn:ngsi-ld:PoI:325,PoI,Librería Lumen,3,,Point,"-3.700212,40.418301",0€,"Librería en el barrio de Chamartín, conocida por su amplia colección de libros de literatura infantil y juvenil.",578,129
urn:ngsi-ld:PoI:326,PoI,Bar La Otra Vida,4,,Point,"-3.703491,40.415774",0€,Bar en Lavapiés con una oferta de tapas creativas y cócteles en un entorno relajado.,578,206
urn:ngsi-ld:PoI:327,PoI,Parque de las Cruces,4,,Point,"-3.759203,40.376569",0€,"El Parque de las Cruces es un gran espacio verde en el barrio de Carabanchel, ideal para actividades recreativas y disfrutar del aire libre.",578,324
urn:ngsi-ld:PoI:328,PoI,Iglesia de San Sebastián Mártir,4,,Point,"-3.705209,40.414238",0€,"Iglesia ubicada en el barrio de La Latina, destacada por su arquitectura barroca y su importancia en la historia religiosa de Madrid.",578,298
urn:ngsi-ld:PoI:329,PoI,Calle de la Princesa,5,,Point,"-3.711852,40.426870",0€,"Vía importante en el distrito de Moncloa, conocida por sus comercios, restaurantes y su proximidad a la Universidad Complutense.",702,450
urn:ngsi-ld:PoI:330,PoI,Colegio Nuestra Señora del Recuerdo,3,,Point,"-3.711504,40.411982",0€,"Colegio privado en el barrio de Vallehermoso, conocido por su tradición académica y actividades extracurriculares.",578,487
urn:ngsi-ld:PoI:331,PoI,Tasca El Castaño,4,,Point,"-3.706431,40.414776",0€,Tasca en el barrio de Malasaña con una excelente selección de tapas caseras y ambiente acogedor.,578,247
urn:ngsi-ld:PoI:332,PoI,Joyería Elegante,4,,Point,"-3.694072,40.422790",0€,"Joyería que ofrece una amplia variedad de joyas elegantes y sofisticadas, situada en el barrio de Salamanca.",77,7
urn:ngsi-ld:PoI:333,PoI,Restaurante Delirio,4,,Point,"-3.707754,40.418470",0€,"Restaurante en el barrio de Lavapiés, conocido por su cocina creativa y ambiente informal.",578,549
urn:ngsi-ld:PoI:334,PoI,Juguetería El Mágico,4,,Point,"-3.710124,40.422174",0€,"Tienda que se especializa en juguetes mágicos y fantásticos, ofreciendo productos únicos que estimulan la imaginación y el juego creativo.",562,77
urn:ngsi-ld:PoI:335,PoI,Hotel Gran Vía,4,,Point,"-3.705739,40.420087",0€,"Hotel histórico en la Gran Vía, conocido por su arquitectura clásica y su ubicación central.",1968,887
urn:ngsi-ld:PoI:336,PoI,Azotea del Hotel Exe Moncloa,4,,Point,"-3.711309,40.435891",0€,"Azotea en el Hotel Exe Moncloa, con vistas al horizonte de Madrid y un ambiente moderno y acogedor para disfrutar de cócteles y aperitivos.",421,58
urn:ngsi-ld:PoI:337,PoI,Parque Quinta de los Molinos,3,,Point,"-3.63026,40.445301",0€,El Parque Quinta de los Molinos es un hermoso parque que destaca por sus almendros en flor en primavera. Es un lugar ideal para pasear y disfrutar de la naturaleza.,1707,82
urn:ngsi-ld:PoI:338,PoI,Hotel Gran Meliá Palacio de los Duques,2,,Point,"-3.709142,40.418569",0€,"Hotel de lujo en el centro histórico de Madrid, conocido por su elegancia y su cercanía a los principales puntos turísticos.",1979,858
urn:ngsi-ld:PoI:339,PoI,Bulevar de la Castellana,2,,Point,"-3.694334,40.453196",0€,"Vía principal en el distrito financiero de Madrid, conocida por sus edificios de oficinas y centros comerciales.",1968,904
urn:ngsi-ld:PoI:340,PoI,Azotea del Hotel Iberostar Las Letras,4,,Point,"-3.703517,40.418364",0€,"Azotea en el Hotel Iberostar Las Letras, con vistas al centro de Madrid y un ambiente relajado, ideal para disfrutar de una bebida y las vistas urbanas.",421,47
urn:ngsi-ld:PoI:341,PoI,Restaurante La Tasquita de Enfrente,2,,Point,"-3.708556,40.415368",0€,"Restaurante tradicional en el barrio de La Latina, famoso por su ambiente acogedor y su excelente cocina española.",578,218
urn:ngsi-ld:PoI:342,PoI,Museo del Aire,4,,Point,"-3.785083,40.369309",0€,"El Museo del Aire, situado en Cuatro Vientos, ofrece una amplia colección de aviones históricos y objetos relacionados con la aviación, mostrando la evolución de la aeronáutica en España.",1171,274
urn:ngsi-ld:PoI:343,PoI,Colegio La Encarnación,3,,Point,"-3.704778,40.419351",0€,"Colegio en el barrio de Salamanca, conocido por su enfoque educativo y programas de formación integral.",578,213
urn:ngsi-ld:PoI:344,PoI,Bar La Bodeguita,4,,Point,"-3.710124,40.418933",0€,"Bar en el barrio de Chueca, conocido por su amplia oferta de tapas y vinos.",578,553
urn:ngsi-ld:PoI:345,PoI,Mirador del Palacio de Cibeles,2,,Point,"-3.697080,40.419026",0€,"Mirador ubicado en la terraza del Palacio de Cibeles, con vistas panorámicas de la ciudad y el horizonte de Madrid.",524,439
urn:ngsi-ld:PoI:346,PoI,Pastelería Bizcochería,4,,Point,"-3.702911,40.419551",0€,"Pastelería en el barrio de Salamanca, destacada por sus bizcochos y tartas personalizadas.",66,37
urn:ngsi-ld:PoI:347,PoI,Pastelería Sweet Dreams,4,,Point,"-3.710452,40.417789",0€,"Pastelería en el barrio de Argüelles, conocida por sus postres creativos y deliciosos.",66,43
urn:ngsi-ld:PoI:348,PoI,Plaza de Colón,3,,Point,"-3.688545,40.425478",0€,"La Plaza de Colón es una gran plaza en el centro de Madrid, conocida por sus monumentos a Cristóbal Colón y su centro cultural, el Centro Cultural de la Villa.",1374,570
urn:ngsi-ld:PoI:349,PoI,Tasca La Finca,3,,Point,"-3.709441,40.416987",0€,Tasca en el barrio de Chamberí con una oferta variada de tapas y platos típicos en un entorno agradable.,578,572
urn:ngsi-ld:PoI:350,PoI,Librería El Oso y el Madroño,3,,Point,"-3.709309,40.416975",0€,"Librería en el centro de Madrid, conocida por su selección de libros y su ambiente acogedor y literario.",355,253
urn:ngsi-ld:PoI:351,PoI,Ruth's Chris Steak House,3,,Point,"-3.702586,40.419432",0€,"Restaurante especializado en carnes a la parrilla, ubicado en el barrio de Chamartín.",578,97
urn:ngsi-ld:PoI:352,PoI,Tasca El Viajero,4,,Point,"-3.707445,40.414654",0€,"Tasca en el barrio de La Latina, famosa por su oferta de tapas tradicionales y su ambiente vibrante.",578,159
urn:ngsi-ld:PoI:353,PoI,Palacio del Infante Don Luis,5,,Point,"-3.871778,40.405146",0€,Un edificio histórico con hermosos jardines.,1568,660
urn:ngsi-ld:PoI:354,PoI,Héroes de Madrid,4,,Point,"-3.712903,40.422143",0€,"Monumento conmemorativo en honor a los héroes locales de Madrid, situado en una plaza emblemática de la ciudad.",444,274
urn:ngsi-ld:PoI:355,PoI,Estadio Wanda Metropolitano,3,,Point,"-3.599305,40.436193",5€,El Estadio Wanda Metropolitano es el estadio del Atlético de Madrid y uno de los estadios más modernos de Europa.,1158,1091
urn:ngsi-ld:PoI:356,PoI,Kiosco de Malasaña,4,,Point,"-3.707051,40.426035",0€,"Kiosco ubicado en el barrio de Malasaña, ofreciendo una selección de snacks, bebidas y periódicos en una zona popular.",66,53
urn:ngsi-ld:PoI:357,PoI,Instituto de Investigación en Salud,3,,Point,"-3.712421,40.422108",0€,"Centro de investigación enfocado en temas de salud, con proyectos en medicina, biología y salud pública.",1299,860
urn:ngsi-ld:PoI:358,PoI,Sede de la Universidad Complutense,2,,Point,"-3.725202,40.453724",0€,"Universidad pública de prestigio en Madrid, con una amplia oferta académica y de investigación.",1760,113
urn:ngsi-ld:PoI:359,PoI,Galería de Antón Martín,4,,Point,"-3.701344,40.411627",0€,"Galería de arte con enfoque en exposiciones de arte contemporáneo y eventos culturales, ubicada en el barrio de Antón Martín.",578,312
urn:ngsi-ld:PoI:360,PoI,Skyline Rooftop Bar,4,,Point,"-3.702401,40.417493",0€,"Bar en la azotea con vistas panorámicas de Madrid, ubicado en el centro de la ciudad.",578,31
urn:ngsi-ld:PoI:361,PoI,Bar El Espejo,4,,Point,"-3.708910,40.416982",0€,"Bar en el barrio de Chueca, con una oferta variada de tapas y cócteles en un entorno moderno.",578,109
urn:ngsi-ld:PoI:362,PoI,Instituto de Educación Secundaria (IES) Vallehermoso,3,,Point,"-3.716576,40.429305",0€,"Instituto en el barrio de Vallehermoso, con una sólida oferta académica y programas de formación profesional.",578,479
urn:ngsi-ld:PoI:363,PoI,Teatro de la Villa,3,,Point,"-3.705477,40.418969",0€,Teatro en el centro de Madrid que ofrece una programación variada de teatro clásico y moderno.,548,186
urn:ngsi-ld:PoI:364,PoI,Parque del Cerro Almodóvar,4,,Point,"-3.60189,40.391268",0€,"El Parque del Cerro Almodóvar es un espacio verde en el barrio de Vicálvaro, conocido por sus senderos y sus vistas panorámicas de la ciudad.",578,128
urn:ngsi-ld:PoI:365,PoI,Discoteca The Club,5,,Point,"-3.705349,40.419809",0€,"Discoteca en el barrio de Malasaña, conocida por sus eventos de música en vivo y ambiente alternativo.",578,328
urn:ngsi-ld:PoI:366,PoI,Mirador de Sabatini,3,,Point,"-3.712283,40.417618",0€,Mirador en los Jardines de Sabatini con vistas al Palacio Real y a los jardines circundantes.,524,15
urn:ngsi-ld:PoI:367,PoI,Teatro Real Coliseo Carlos III,4,,Point,"-3.702655,40.412374",0€,"Teatro histórico ubicado en Madrid, conocido por su arquitectura y su programación de eventos culturales.",548,546
urn:ngsi-ld:PoI:368,PoI,Rafael Hoteles,4,,Point,"-3.705292,40.416023",0€,"Cadena de hoteles en Madrid conocida por su comodidad y servicios de calidad, ubicada en diversos puntos de la ciudad.",1106,1016
urn:ngsi-ld:PoI:369,PoI,Hotel Hotel Plaza España,4,,Point,"-3.711118,40.423501",0€,"Hotel céntrico en la Plaza de España, con fácil acceso a las principales atracciones turísticas y comercios.",1106,528
urn:ngsi-ld:PoI:370,PoI,Jardín del Príncipe,3,,Point,"-3.714175,40.424275",0€,"Espacio verde en el centro de Madrid, famoso por sus áreas ajardinadas y su ambiente tranquilo, perfecto para relajarse y hacer picnics.",1568,477
urn:ngsi-ld:PoI:371,PoI,Restaurante El Corral,4,,Point,"-3.710614,40.418303",0€,"Restaurante en el barrio de Malasaña, famoso por su cocina española y ambiente juvenil.",578,241
urn:ngsi-ld:PoI:372,PoI,Centro Deportivo Municipal La Vaguada,4,,Point,"-3.702784,40.452133",0€,"Instalación deportiva con piscina, gimnasios y canchas, ubicada en el distrito de La Vaguada.",322,112
urn:ngsi-ld:PoI:373,PoI,Avenida de San Sebastián,5,,Point,"-3.704266,40.433544",0€,"Vía principal en el distrito de Chamartín, que sirve de acceso a diversas áreas comerciales y residenciales.",1968,7
urn:ngsi-ld:PoI:374,PoI,Discoteca Club 33,4,,Point,"-3.709024,40.416908",0€,"Discoteca en el corazón de Madrid con un ambiente moderno y una oferta musical diversa, ideal para una noche animada.",732,493
urn:ngsi-ld:PoI:375,PoI,Librería Cervantes,3,,Point,"-3.699880,40.416724",0€,"Librería en el centro de Madrid, especializada en literatura clásica y moderna, con un ambiente acogedor.",355,324
urn:ngsi-ld:PoI:376,PoI,Rosa Clara,4,,Point,"-3.703453,40.418993",0€,"Boutique de moda especializada en vestidos de novia y eventos especiales, situada en el barrio de Salamanca.",578,355
urn:ngsi-ld:PoI:377,PoI,Xperia,4,,Point,"-3.711984,40.418386",0€,Tienda en Madrid especializada en productos electrónicos y gadgets.,656,483
urn:ngsi-ld:PoI:378,PoI,Parque de Las Presillas,5,,Point,"-3.833965,40.350322",0€,Un parque con zonas recreativas y espacios verdes.,1707,1251
urn:ngsi-ld:PoI:379,PoI,Teatro del Barrio,3,,Point,"-3.704961,40.415952",0€,Espacio teatral en Lavapiés que ofrece una programación centrada en el teatro social y político.,771,343
urn:ngsi-ld:PoI:380,PoI,Colegio José Ortega y Gasset,3,,Point,"-3.714232,40.417301",0€,"Colegio en el barrio de Argüelles, con una sólida oferta educativa y un enfoque en la formación integral del alumnado.",578,257
urn:ngsi-ld:PoI:381,PoI,Restaurante Botín,1,,Point,"-3.708292,40.415366",0€,"Uno de los restaurantes más antiguos del mundo, famoso por su cochinillo asado y su ambiente tradicional.",702,507
urn:ngsi-ld:PoI:382,PoI,Palacio de Cibeles,2,Museo_Thyssen-Bornemisza.jpeg,Point,"-3.693908,40.419553",2€,"El Palacio de Cibeles, antiguamente conocido como Palacio de Comunicaciones, es la actual sede del Ayuntamiento de Madrid y cuenta con un mirador que ofrece vistas panorámicas de la ciudad.",524,76
urn:ngsi-ld:PoI:383,PoI,San Sebastián,4,,Point,"-3.705773,40.428715",0€,Plaza y área comercial conocida por su oferta gastronómica y ambiente local.,444,420
urn:ngsi-ld:PoI:384,PoI,Churrería El Manantial,4,,Point,"-3.707819,40.418844",0€,"Churrería en el barrio de Chueca, famosa por sus churros recién hechos y su chocolate caliente.",36,27
urn:ngsi-ld:PoI:385,PoI,Sanctuary of San Antonio de la Florida,4,,Point,"-3.710389,40.426197",0€,"Santuario en el barrio de La Florida, conocido por sus frescos de Goya y su importancia histórica.",578,320
urn:ngsi-ld:PoI:386,PoI,Museo de Cera de Madrid,4,,Point,"-3.689311,40.423706",18€,"El Museo de Cera de Madrid presenta figuras de cera de personajes históricos, culturales y del espectáculo, ofreciendo una experiencia divertida y educativa para visitantes de todas las edades.",1171,421
urn:ngsi-ld:PoI:387,PoI,Sede del Instituto Cervantes,3,,Point,"-3.710788,40.420567",0€,Centro cultural dedicado a la promoción de la lengua española y la cultura hispana.,1299,1244
urn:ngsi-ld:PoI:388,PoI,Bar El Puente,4,,Point,"-3.706849,40.417280",0€,"Bar en Malasaña, conocido por su ambiente juvenil y su excelente selección de tapas.",578,184
urn:ngsi-ld:PoI:389,PoI,Opera,3,,Point,"-3.711067,40.419604",0€,"Teatro en el centro de Madrid, conocido por sus representaciones de ópera y espectáculos de alta calidad.",548,75
urn:ngsi-ld:PoI:390,PoI,Fábrica de Cerveza La Virgen,4,,Point,"-3.710623,40.421359",0€,"Fábrica de cerveza artesanal ubicada en el barrio de Aluche, conocida por sus cervezas de alta calidad y visitas guiadas.",578,156
urn:ngsi-ld:PoI:391,PoI,Instituto de Cultura y Educación,3,,Point,"-3.705415,40.418578",0€,"Centro dedicado a la promoción de la cultura y la educación, ofreciendo talleres, cursos y eventos culturales.",1299,463
urn:ngsi-ld:PoI:392,PoI,Azotea del Hotel NH Collection Madrid Colón,4,,Point,"-3.692485,40.428856",0€,"Azotea en el Hotel NH Collection Madrid Colón, con vistas a la Plaza de Colón y un ambiente moderno, ideal para disfrutar de la ciudad desde las alturas.",421,99
urn:ngsi-ld:PoI:393,PoI,Parque del Oeste,3,,Point,"-3.722717,40.432092",0€,"El Parque del Oeste es uno de los parques más grandes de Madrid, conocido por sus jardines, sus senderos y el Templo de Debod.",1537,1427
urn:ngsi-ld:PoI:394,PoI,Restaurante Terraza de Sabatini,3,,Point,"-3.712038,40.417598",0€,"Restaurante con terraza y vistas al Palacio Real, famoso por su cocina mediterránea y ambiente romántico.",702,597
urn:ngsi-ld:PoI:395,PoI,Librería El Aleph,3,,Point,"-3.703965,40.417563",0€,"Librería ubicada en el barrio de Chueca, especializada en literatura contemporánea y eventos culturales.",578,340
urn:ngsi-ld:PoI:396,PoI,Restaurante La Plaza,4,,Point,"-3.705609,40.417642",0€,"Restaurante en el barrio de Sol, famoso por sus tapas y su ambiente animado.",578,434
urn:ngsi-ld:PoI:397,PoI,Juegos de Escape,4,,Point,"-3.706724,40.416774",0€,"Centro de entretenimiento con juegos de escape temáticos, ideal para grupos que buscan una experiencia divertida y desafiante.",1563,1295
urn:ngsi-ld:PoI:398,PoI,Fábrica de Pan de La Panera,4,,Point,"-3.702982,40.420147",0€,"Fábrica de pan ubicada en el barrio de Chamberí, conocida por su pan artesanal y visitas guiadas.",578,382
urn:ngsi-ld:PoI:399,PoI,Teatro Universitario de Madrid,3,,Point,"-3.708231,40.426175",0€,Teatro universitario que ofrece representaciones teatrales y actividades culturales en el campus de Madrid.,548,243
urn:ngsi-ld:PoI:400,PoI,Panadería La Palma,4,,Point,"-3.708471,40.416048",0€,"Panadería tradicional en el barrio de Malasaña, conocida por su pan fresco y pasteles artesanales.",578,245
urn:ngsi-ld:PoI:401,PoI,Restaurante Baco,4,,Point,"-3.705245,40.419265",0€,"Restaurante en el barrio de Malasaña, famoso por su cocina española y su ambiente relajado.",578,54
urn:ngsi-ld:PoI:402,PoI,Colegio El Valle,3,,Point,"-3.711248,40.409265",0€,"Colegio en el barrio de La Moraleja, con un enfoque en la formación integral y programas educativos innovadores.",578,490
urn:ngsi-ld:PoI:403,PoI,Museo Nacional de Reproducciones Artísticas,4,,Point,"-3.70327,40.426344",3€,"El Museo Nacional de Reproducciones Artísticas alberga una colección de reproducciones de obras maestras del arte, ofreciendo una oportunidad única para apreciar las grandes obras de la historia del arte.",1171,1022
urn:ngsi-ld:PoI:404,PoI,Librería Verso,3,,Point,"-3.705430,40.417659",0€,Librería en el barrio de Lavapiés que se enfoca en literatura contemporánea y eventos culturales relacionados.,578,315
urn:ngsi-ld:PoI:405,PoI,Parque de la Quinta de los Molinos,4,,Point,"-3.63026,40.445301",0€,El Parque Quinta de los Molinos es un hermoso parque que destaca por sus almendros en flor en primavera. Es un lugar ideal para pasear y disfrutar de la naturaleza.,1707,400
urn:ngsi-ld:PoI:406,PoI,Teatro Amaya,4,,Point,"-3.710711,40.437279",0€,"Teatro en el barrio de Chamberí, conocido por sus producciones de teatro musical y espectáculos en vivo.",578,312
